model,model_id,form_id,answer_run_id,experiment_id,trial_id,usable,full_fill_success,stop_reason,verified_correctness,question_total,correctness_pct,action_count,duration_s,total_tokens,estimated_usd_lower_bound,failure_category,failure_detail,source_summary
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,dataset_request,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T170157686291Z,true,false,done_incomplete_fill_only,4,9,44.44,12,332.735,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/dataset_request/run_0002/trial_20260709T170157686291Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,equipment_checkout,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T230813672127Z,true,false,done_incomplete_fill_only,8,9,88.89,14,408.334,0,,done_incomplete_fill_only,verified_correctness=8/9,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/equipment_checkout/run_0002/trial_20260713T230813672127Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,event_rsvp,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T170730786875Z,true,true,filled_without_submit,6,6,100.0,9,187.232,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/event_rsvp/run_0002/trial_20260709T170730786875Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,exam_registration,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T171038373991Z,true,false,done_incomplete_fill_only,7,8,87.5,9,211.558,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/exam_registration/run_0002/trial_20260709T171038373991Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,experiment_booking,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T231502377682Z,true,false,done_incomplete_fill_only,4,9,44.44,12,373.41,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/experiment_booking/run_0002/trial_20260713T231502377682Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,field_trip,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T232116371258Z,true,false,done_incomplete_fill_only,7,8,87.5,9,255.668,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/field_trip/run_0002/trial_20260713T232116371258Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,hackathon_signup,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T171410226283Z,true,false,done_incomplete_fill_only,5,9,55.56,11,281.21,0,,done_incomplete_fill_only,verified_correctness=5/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/hackathon_signup/run_0002/trial_20260709T171410226283Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,housing_preference,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T171851801437Z,true,true,filled_without_submit,7,7,100.0,7,160.839,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/housing_preference/run_0002/trial_20260709T171851801437Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,internship_app,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T232532481503Z,true,false,done_incomplete_fill_only,3,12,25.0,21,788.54,0,,done_incomplete_fill_only,verified_correctness=3/12,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/internship_app/run_0002/trial_20260713T232532481503Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,job_fair,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T172132913684Z,true,false,done_incomplete_fill_only,4,9,44.44,13,352.789,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/job_fair/run_0002/trial_20260709T172132913684Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,lab_safety,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T233841396640Z,true,false,done_incomplete_fill_only,7,8,87.5,10,320.007,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/lab_safety/run_0002/trial_20260713T233841396640Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,lab_visit,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T234402265713Z,true,true,filled_without_submit,8,8,100.0,10,266.904,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/lab_visit/run_0002/trial_20260713T234402265713Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,language_exchange,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T172726025009Z,true,false,done_incomplete_fill_only,5,9,55.56,11,292.618,0,,done_incomplete_fill_only,verified_correctness=5/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/language_exchange/run_0002/trial_20260709T172726025009Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,library_membership,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T173218917684Z,true,true,filled_without_submit,7,7,100.0,7,151.765,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/library_membership/run_0002/trial_20260709T173218917684Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,meal_plan,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T173450975550Z,true,true,filled_without_submit,7,7,100.0,9,201.274,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/meal_plan/run_0002/trial_20260709T173450975550Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,mentor_match,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T234829638579Z,true,true,filled_without_submit,7,7,100.0,11,300.248,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/mentor_match/run_0002/trial_20260713T234829638579Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,newsletter_signup,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T173812795094Z,true,false,done_incomplete_fill_only,6,7,85.71,8,201.439,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/newsletter_signup/run_0002/trial_20260709T173812795094Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,office_hours,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T174134495447Z,true,false,done_incomplete_fill_only,7,8,87.5,12,267.455,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/office_hours/run_0002/trial_20260709T174134495447Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,orientation_signup,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T174602223222Z,true,true,filled_without_submit,8,8,100.0,10,758.135,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/orientation_signup/run_0002/trial_20260709T174602223222Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,paper_review,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T175840694295Z,true,false,done_incomplete_fill_only,6,7,85.71,10,247.143,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/paper_review/run_0002/trial_20260709T175840694295Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,peer_evaluation,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260713T235330346365Z,true,false,timeout,6,7,85.71,25,9542.455,0,,timeout,timeout after 9000s,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/peer_evaluation/run_0002/trial_20260713T235330346365Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,project_update,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T180248102175Z,true,true,filled_without_submit,8,8,100.0,10,226.867,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/project_update/run_0002/trial_20260709T180248102175Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,publication_submission,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T180635291489Z,true,false,max_steps_exceeded,4,10,40.0,32,4289.148,0,,max_steps_exceeded,max_steps=32,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/publication_submission/run_0002/trial_20260709T180635291489Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,purchase_request,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T023233547917Z,true,false,done_incomplete_fill_only,3,10,30.0,14,505.383,0,,done_incomplete_fill_only,verified_correctness=3/10,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/purchase_request/run_0002/trial_20260714T023233547917Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,remote_setup,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T024059922248Z,true,false,done_incomplete_fill_only,6,7,85.71,8,243.967,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/remote_setup/run_0002/trial_20260714T024059922248Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,research_interest,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T024504242967Z,true,true,filled_without_submit,7,7,100.0,9,215.213,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/research_interest/run_0002/trial_20260714T024504242967Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,room_booking,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T191804792652Z,true,false,done_incomplete_fill_only,3,9,33.33,11,284.517,0,,done_incomplete_fill_only,verified_correctness=3/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/room_booking/run_0002/trial_20260709T191804792652Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,scholarship_interest,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T192249805713Z,true,false,done_incomplete_fill_only,6,7,85.71,8,192.31,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/scholarship_interest/run_0002/trial_20260709T192249805713Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,seminar_proposal,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T024839719453Z,true,false,done_incomplete_fill_only,4,8,50.0,11,910.437,0,,done_incomplete_fill_only,verified_correctness=4/8,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/seminar_proposal/run_0002/trial_20260714T024839719453Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,software_access,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T030350594015Z,true,false,done_incomplete_fill_only,7,8,87.5,9,273.664,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/software_access/run_0002/trial_20260714T030350594015Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,sports_tournament,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T192602433469Z,true,false,done_incomplete_fill_only,5,9,55.56,14,381.872,0,,done_incomplete_fill_only,verified_correctness=5/9,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/sports_tournament/run_0002/trial_20260709T192602433469Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,study_group_match,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T193224592911Z,true,true,filled_without_submit,7,7,100.0,12,277.18,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/study_group_match/run_0002/trial_20260709T193224592911Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,survey_consent,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T193702049143Z,true,false,done_incomplete_fill_only,7,8,87.5,11,1400.744,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/survey_consent/run_0002/trial_20260709T193702049143Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,technical_support,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T200023113225Z,true,false,done_incomplete_fill_only,7,8,87.5,12,297.05,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/technical_support/run_0002/trial_20260709T200023113225Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,thesis_meeting,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T030824718434Z,true,false,max_steps_exceeded,6,8,75.0,47,2173.131,0,,max_steps_exceeded,max_steps=32,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/thesis_meeting/run_0002/trial_20260714T030824718434Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,travel_reimbursement,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T034438424939Z,true,false,max_steps_exceeded,5,11,45.45,32,809.619,0,,max_steps_exceeded,max_steps=32,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/travel_reimbursement/run_0002/trial_20260714T034438424939Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,usability_test,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T200520441837Z,true,true,filled_without_submit,7,7,100.0,8,177.481,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/usability_test/run_0002/trial_20260709T200520441837Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,volunteer_shift,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T200818195282Z,true,true,filled_without_submit,7,7,100.0,8,184.757,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/volunteer_shift/run_0002/trial_20260709T200818195282Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,wellbeing_check,run_0002,opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32,trial_20260714T035808721876Z,true,false,done_incomplete_fill_only,3,7,42.86,12,346.515,0,,done_incomplete_fill_only,verified_correctness=3/7,data/model_baselines/opencua_direct_mcp_fill_only_done_50_topup20_20260713_r2_step32/computer_use_opencua_32b_direct_mcp/wellbeing_check/run_0002/trial_20260714T035808721876Z/summary.json
OpenCUA direct-MCP,computer_use_opencua_32b_direct_mcp,workshop_signup,run_0002,opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32,trial_20260709T201123289326Z,true,true,filled_without_submit,7,7,100.0,7,167.249,0,,,,data/model_baselines/opencua_direct_mcp_fill_only_done_30_seed20260709_r2_step32/computer_use_opencua_32b_direct_mcp/workshop_signup/run_0002/trial_20260709T201123289326Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,accessibility_feedback,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T214205319959Z,true,false,done_incomplete_fill_only,6,8,75.0,9,209.703,0,,done_incomplete_fill_only,verified_correctness=6/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/accessibility_feedback/run_0002/trial_20260713T214205319959Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,alumni_checkin,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T214535413990Z,true,true,filled_without_submit,7,7,100.0,7,107.907,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/alumni_checkin/run_0002/trial_20260713T214535413990Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,bug_report,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T214723651284Z,true,false,done_incomplete_fill_only,8,9,88.89,12,1405.255,0,,done_incomplete_fill_only,verified_correctness=8/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/bug_report/run_0002/trial_20260713T214723651284Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,club_application,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T221049275734Z,true,false,done_incomplete_fill_only,4,10,40.0,16,275.492,0,,done_incomplete_fill_only,verified_correctness=4/10,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/club_application/run_0002/trial_20260713T221049275734Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,club_event_planning,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T221525024650Z,true,false,done_incomplete_fill_only,3,10,30.0,17,421.923,0,,done_incomplete_fill_only,verified_correctness=3/10,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/club_event_planning/run_0002/trial_20260713T221525024650Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,conf_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T222227336913Z,true,false,done_incomplete_fill_only,6,7,85.71,10,158.745,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/conf_interest/run_0002/trial_20260713T222227336913Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,conference_travel,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T222506518306Z,true,false,timeout,2,10,20.0,19,2183.272,0,,timeout,timeout after 1800s,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/conference_travel/run_0002/trial_20260713T222506518306Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,course_enrollment,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T230130156552Z,true,false,done_incomplete_fill_only,4,8,50.0,8,178.265,0,,done_incomplete_fill_only,verified_correctness=4/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/course_enrollment/run_0002/trial_20260713T230130156552Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,course_feedback,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T230428898302Z,true,false,done_incomplete_fill_only,4,9,44.44,11,222.978,0,,done_incomplete_fill_only,verified_correctness=4/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/course_feedback/run_0002/trial_20260713T230428898302Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,data_annotation,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T230812301698Z,true,false,max_steps_exceeded,0,9,0.0,37,882.2,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/data_annotation/run_0002/trial_20260713T230812301698Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,dataset_request,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T232254890395Z,true,false,model_no_tool_calls,4,9,44.44,9,213.208,0,,model_no_tool_calls,assistant returned no tool calls and no DONE/STOP text,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/dataset_request/run_0002/trial_20260713T232254890395Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,equipment_checkout,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260713T232628563420Z,true,false,timeout,5,9,55.56,16,2056.093,0,,timeout,timeout after 1800s,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/equipment_checkout/run_0002/trial_20260713T232628563420Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,event_rsvp,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T000044908081Z,true,false,done_incomplete_fill_only,4,6,66.67,11,193.704,0,,done_incomplete_fill_only,verified_correctness=4/6,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/event_rsvp/run_0002/trial_20260714T000044908081Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,exam_registration,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T000359098906Z,true,false,done_incomplete_fill_only,7,8,87.5,10,172.743,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/exam_registration/run_0002/trial_20260714T000359098906Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,experiment_booking,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T000652245084Z,true,false,done_incomplete_fill_only,3,9,33.33,14,302.758,0,,done_incomplete_fill_only,verified_correctness=3/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/experiment_booking/run_0002/trial_20260714T000652245084Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,field_trip,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T001155304445Z,true,false,max_steps_exceeded,4,8,50.0,36,762.722,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/field_trip/run_0002/trial_20260714T001155304445Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,hackathon_signup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T002438250709Z,true,false,done_incomplete_fill_only,3,9,33.33,15,340.371,0,,done_incomplete_fill_only,verified_correctness=3/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/hackathon_signup/run_0002/trial_20260714T002438250709Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,housing_preference,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T003018979754Z,true,true,filled_without_submit,7,7,100.0,7,105.67,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/housing_preference/run_0002/trial_20260714T003018979754Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,internship_app,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T003205000860Z,true,false,done_incomplete_fill_only,4,12,33.33,7,188.217,0,,done_incomplete_fill_only,verified_correctness=4/12,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/internship_app/run_0002/trial_20260714T003205000860Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,job_fair,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T003513398539Z,true,false,done_incomplete_fill_only,2,9,22.22,14,312.48,0,,done_incomplete_fill_only,verified_correctness=2/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/job_fair/run_0002/trial_20260714T003513398539Z/summary.json
Qwen3 Text,text_qwen3_30b_a3b_instruct_2507,lab_safety,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T004026211176Z,true,false,done_incomplete_fill_only,5,8,62.5,10,217.46,0,,done_incomplete_fill_only,verified_correctness=5/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/text_qwen3_30b_a3b_instruct_2507/lab_safety/run_0002/trial_20260714T004026211176Z/summary.json
