form_id,answer_run_id,question_total,non_dropdown_total,baseline_correct,ruler_correct,baseline_accuracy_pct,ruler_accuracy_pct,accuracy_difference_pp,baseline_non_dropdown_correct,ruler_non_dropdown_correct,baseline_non_dropdown_accuracy_pct,ruler_non_dropdown_accuracy_pct,non_dropdown_difference_pp,baseline_full_fill,ruler_full_fill,baseline_action_count,ruler_action_count,action_difference,baseline_duration_s,ruler_duration_s,duration_difference_s,baseline_stop_reason,ruler_stop_reason,baseline_trial_id,ruler_trial_id,baseline_summary_path,ruler_summary_path,baseline_annotations_sha256,ruler_annotations_sha256
room_booking,run_0002,9,9,3,3,33.333333,33.333333,0.0,3,3,33.333333,33.333333,0.0,False,False,32,31,-1,579.391,505.412,-73.97899999999998,max_steps_exceeded,max_steps_exceeded,trial_20260729T170659373778Z,trial_20260807T200947592826Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/room_booking/run_0002/trial_20260729T170659373778Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/room_booking/run_0002/trial_20260807T200947592826Z/summary.json,47764e463c399578b67356667a288f08e0f1177b865a6341b4bfbb08538f6218,b2b6a69ae9fae9ab1108470f48a937ebb9312ff1739aa0a67a00475aaa63d333
scholarship_interest,run_0002,7,6,4,3,57.142857,42.857143,-14.285714,3,2,50.0,33.333333,-16.666667,False,False,32,32,0,554.908,493.046,-61.86200000000002,max_steps_exceeded,max_steps_exceeded,trial_20260729T171639509235Z,trial_20260807T201813563657Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/scholarship_interest/run_0002/trial_20260729T171639509235Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/scholarship_interest/run_0002/trial_20260807T201813563657Z/summary.json,90cc74023c3ca370192a1369382fcfdda75907c1be245d6acc1f8b867308a87d,60183d6ee564587f7c612fd5b7c7231f475661995314b3882c318566a12196a5
seminar_proposal,run_0002,8,8,4,4,50.0,50.0,0.0,4,4,50.0,50.0,0.0,False,False,32,32,0,502.86,491.589,-11.271000000000015,max_steps_exceeded,max_steps_exceeded,trial_20260729T172555346787Z,trial_20260807T202627143669Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/seminar_proposal/run_0002/trial_20260729T172555346787Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/seminar_proposal/run_0002/trial_20260807T202627143669Z/summary.json,3d79c58577f5ffe294787a88e29a09c8e20653e0eaa5624f7d890c651b50f488,7a8402057e3027b1d31c9e4800f502a9ddfbf3251e017108d1128d14e94ca906
software_access,run_0002,8,7,4,4,50.0,50.0,0.0,3,3,42.857143,42.857143,0.0,False,False,32,32,0,523.084,515.089,-7.994999999999891,max_steps_exceeded,max_steps_exceeded,trial_20260729T173418853859Z,trial_20260807T203439314539Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/software_access/run_0002/trial_20260729T173418853859Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/software_access/run_0002/trial_20260807T203439314539Z/summary.json,617637075032a093728f3b3073365d3cb3bd5ae1213954c9503edd3b95de3eb6,63ec48c09546a4b9944823ed6560cff0f4313addaf2950996e839be563931617
sports_tournament,run_0002,9,8,4,4,44.444444,44.444444,0.0,3,3,37.5,37.5,0.0,False,False,32,32,0,567.01,534.33,-32.67999999999995,max_steps_exceeded,max_steps_exceeded,trial_20260729T174306016611Z,trial_20260807T204314884215Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/sports_tournament/run_0002/trial_20260729T174306016611Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/sports_tournament/run_0002/trial_20260807T204314884215Z/summary.json,3c457923657fbd1914e33e4c3b99379655a9971938f5752b17f79d7720d74f96,0a4abe0137d3885bf94b6178eb8afb18275fbd988508ff86c8cb8f1ce24ee989
study_group_match,run_0002,7,7,6,4,85.714286,57.142857,-28.571429,6,4,85.714286,57.142857,-28.571429,False,False,32,32,0,545.937,476.613,-69.32400000000001,max_steps_exceeded,max_steps_exceeded,trial_20260729T175234063010Z,trial_20260807T205209690237Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/study_group_match/run_0002/trial_20260729T175234063010Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/study_group_match/run_0002/trial_20260807T205209690237Z/summary.json,890db57ef201dcca02659608bfd4769a58f9fe571ce36cb6da0abc11a3fba6c3,46d9145edb8dccd955dfd15187aa1b8968f033e611ee317f91c40c14a2dbe172
survey_consent,run_0002,8,7,4,4,50.0,50.0,0.0,4,4,57.142857,57.142857,0.0,False,False,32,32,0,546.934,507.58,-39.353999999999985,max_steps_exceeded,max_steps_exceeded,trial_20260729T180140702147Z,trial_20260807T210006786422Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/survey_consent/run_0002/trial_20260729T180140702147Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/survey_consent/run_0002/trial_20260807T210006786422Z/summary.json,f1fa4da83279673a277f5c720b922cfb67afcf01f3102ac31d66fbee30fb5e6b,c7e0fa91eaed9638c771fafe3576d5d564adbb30499a48f0fbdec8bedfd9d33e
technical_support,run_0002,8,7,4,4,50.0,50.0,0.0,3,3,42.857143,42.857143,0.0,False,False,32,32,0,549.217,497.383,-51.834,max_steps_exceeded,max_steps_exceeded,trial_20260729T181050050138Z,trial_20260807T210834882728Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/technical_support/run_0002/trial_20260729T181050050138Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/technical_support/run_0002/trial_20260807T210834882728Z/summary.json,566c6cca4581b660f6121a88e4c37938e6320d41da06cfe5be062f5491f40910,4885a5d582455ddfd98777ced5d71c1ff7541310847992396b8060165f224cc1
thesis_meeting,run_0002,8,7,3,3,37.5,37.5,0.0,2,2,28.571429,28.571429,0.0,False,False,32,32,0,543.743,569.395,25.65199999999993,max_steps_exceeded,max_steps_exceeded,trial_20260729T182003987624Z,trial_20260807T211652797375Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/thesis_meeting/run_0002/trial_20260729T182003987624Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/thesis_meeting/run_0002/trial_20260807T211652797375Z/summary.json,e5b9d7fa6479c1c53b54acb988edbe417a06a09333de967c41385b5fee5503ff,52e54028debb4d7bf3f042d9a8c8baea89f200bd1746e1ebc3b47ee1e584b8c7
travel_reimbursement,run_0002,11,11,3,3,27.272727,27.272727,0.0,3,3,27.272727,27.272727,0.0,False,False,32,32,0,642.215,615.061,-27.153999999999996,max_steps_exceeded,max_steps_exceeded,trial_20260729T182912886566Z,trial_20260807T212622715825Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/travel_reimbursement/run_0002/trial_20260729T182912886566Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/travel_reimbursement/run_0002/trial_20260807T212622715825Z/summary.json,a18bfa90153794ae5080a59a65ea9577079a19b46bd27c6a1f3e01cb9a09cca8,0ea112655f72df8b3ff6f9593a8c55da2c82edfd9a0d018589a335e27864e129
usability_test,run_0002,7,7,2,3,28.571429,42.857143,14.285714,2,3,28.571429,42.857143,14.285714,False,False,32,32,0,555.902,480.293,-75.60900000000004,max_steps_exceeded,max_steps_exceeded,trial_20260729T183956102008Z,trial_20260807T213638286592Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/usability_test/run_0002/trial_20260729T183956102008Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/usability_test/run_0002/trial_20260807T213638286592Z/summary.json,0d32809c8a999dec6776aa81f23f635504698c1820c5cd41d77e47db6d3cd6f8,f51c5f1e269aaeccc9d5e361fc0d8eab26637b522b7021ba3eaaee823edc1cba
volunteer_shift,run_0002,7,7,3,3,42.857143,42.857143,0.0,3,3,42.857143,42.857143,0.0,False,False,32,32,0,565.07,471.412,-93.65800000000007,max_steps_exceeded,max_steps_exceeded,trial_20260729T184912910328Z,trial_20260807T214439086136Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/volunteer_shift/run_0002/trial_20260729T184912910328Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/volunteer_shift/run_0002/trial_20260807T214439086136Z/summary.json,de0d1217cb42c3ea73cbd86aa82eed59548c2babd2c8f91a940d9c99f26fdb30,2b26a586a0c0fd6835a078bb4e1f53e4e358690a921f0a9ea920fecf422d09bc
wellbeing_check,run_0002,7,7,2,2,28.571429,28.571429,0.0,2,2,28.571429,28.571429,0.0,False,False,32,32,0,530.418,470.788,-59.629999999999995,max_steps_exceeded,max_steps_exceeded,trial_20260729T185839966834Z,trial_20260807T215231011635Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/wellbeing_check/run_0002/trial_20260729T185839966834Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/wellbeing_check/run_0002/trial_20260807T215231011635Z/summary.json,d5491773a99d0afc38305a573eeb7751e841b78b1fbd8aa5332eabade30cd3bd,7c51015a16979d44f7bacb7e6cd58be2fd188c768c7d85e85eb4cb62ea686eff
workshop_signup,run_0002,7,7,3,3,42.857143,42.857143,0.0,3,3,42.857143,42.857143,0.0,False,False,32,32,0,500.113,525.592,25.478999999999985,max_steps_exceeded,max_steps_exceeded,trial_20260729T190731030325Z,trial_20260807T220022284988Z,data/model_baselines/formfactory_style_opencua_fill_only_50_r2_step32_20260728/computer_use_opencua_32b/workshop_signup/run_0002/trial_20260729T190731030325Z/summary.json,data/model_baselines/formfactory_style_opencua_ruler_fill_only_50_r2_step32_20260807/computer_use_opencua_32b/workshop_signup/run_0002/trial_20260807T220022284988Z/summary.json,fd3b479689e6042ef35c7939a8949a30227407200553033a6b6ace6558079655,05ad247c32bd968b2908aadcdf465c1c9dac6be7ed69b7ea1dd7f18ff7ebfd60
