form_id,answer_run_id,question_id,question_index,position_bucket,widget_type,expected_value_sha256,baseline_actual_value_sha256,ruler_actual_value_sha256,baseline_verified_correct,ruler_verified_correct,transition,baseline_annotations_sha256,ruler_annotations_sha256
conference_travel,run_0002,q_005,5,middle,date,77daac30dca6b24ea6d7d9f399cb21b7b84aba8ffdaf578a09a289ce214a7e50,37d15ead4d5c03a3b6764890e50b39c6921560280e1ce6d49017b3f747182144,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
conference_travel,run_0002,q_006,6,middle,date,5ec74ee66cc92a0e132ad51cf6b15c48962418a9d99fcac3d585735549969f10,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
conference_travel,run_0002,q_007,7,middle,dropdown,d7fd4c9eba2111793843aca3dcc9a2d4d0b01f10ccb8df0d21a1cf17a0a3832b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
conference_travel,run_0002,q_008,8,last,multi_choice,4ce121b4bb0cbe2445d26de86496a173351515908d9790d2b4271962ae25f9fc,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
conference_travel,run_0002,q_009,9,last,time,97c304da5c6dcc63358ebbb409522680aad676247cfade3f8dde1aa9bf41a3db,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
conference_travel,run_0002,q_010,10,last,paragraph_text,dc54144da8d8269f16f8217c70fc3957437159cf02f3bab8374599de6de63318,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,d5f62d99a2e62ad59e1eb4c6dbd36c1a22a81df5b7ce6a177190e679b003a62b,f1eb458a2e8ae673140107f54a2404e161f109c5a59b6ad252f115b542cff0df
course_enrollment,run_0002,q_001,1,first,short_text,ad76e6a9ad87a03e0d21f87a693045f8bc933eea0a455ee9b9df3dfcfb9f99c2,ad76e6a9ad87a03e0d21f87a693045f8bc933eea0a455ee9b9df3dfcfb9f99c2,ad76e6a9ad87a03e0d21f87a693045f8bc933eea0a455ee9b9df3dfcfb9f99c2,true,true,both_correct,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_002,2,first,short_text,1794f9c84778b49fed3972b1ae9cf95e51c3a102e27874d162d14edaa39ab63e,1794f9c84778b49fed3972b1ae9cf95e51c3a102e27874d162d14edaa39ab63e,1794f9c84778b49fed3972b1ae9cf95e51c3a102e27874d162d14edaa39ab63e,true,true,both_correct,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_003,3,first,short_text,15dbe089b8eac681831cd46976ff686d8066e716359a93c126af96c8b74243a2,15dbe089b8eac681831cd46976ff686d8066e716359a93c126af96c8b74243a2,15dbe089b8eac681831cd46976ff686d8066e716359a93c126af96c8b74243a2,true,true,both_correct,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_004,4,middle,dropdown,294dbf61796e4595ad8e18c93b916c924bc842b20b331da6e78d64089e73fd5e,294dbf61796e4595ad8e18c93b916c924bc842b20b331da6e78d64089e73fd5e,294dbf61796e4595ad8e18c93b916c924bc842b20b331da6e78d64089e73fd5e,true,true,both_correct,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_005,5,middle,single_choice,44ed454b29dfdde7e6b4ec91d89222319dbc37674740c7930a88affaf9708d93,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_006,6,middle,multi_choice,1f81c24ef56b9aceb9d9d49b8066d5e064e58c4bbe6eef9c8b5774cb4a4a60b7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,false,false,both_wrong,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_007,7,last,paragraph_text,2b5660110059e17ad2bfa61c508d34326a2122a15f3b2007299a682e556c5695,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_enrollment,run_0002,q_008,8,last,time,68f7bb1872e0051a616a6e616e2e49c1cab587a23fff625fb3f7610cb145181b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,4944391ba55bf90128e2ae3ea277b5068e501ac29b1df6c93e0c414ceb1f8aab,459652429b31331e8315444e67b142cfa7e055af750e3666fc54e7404e44d8e0
course_feedback,run_0002,q_001,1,first,short_text,30c5197c10aca12754cf649fb5c6bc45e6cc570dcb4cd334590d8fdf51199ab1,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_002,2,first,single_choice,e3bd96d4d06d436cbfb11a7e4430ce050ab516f748c1a976201574ceefd0b5de,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_003,3,first,single_choice,b2cbc4e2e5545a6c43f6f8cc8f0e4766773fa6c83d238076313b6fa1e349caf6,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_004,4,middle,single_choice,a69f9ccdd4726531fe59260397bf1e3fa493d7e2e92441471b8960ec78f972c0,a69f9ccdd4726531fe59260397bf1e3fa493d7e2e92441471b8960ec78f972c0,a69f9ccdd4726531fe59260397bf1e3fa493d7e2e92441471b8960ec78f972c0,true,true,both_correct,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_005,5,middle,single_choice,7e518017fa045ae28393b547d771fa8224b0a6055d2ab38b6772cb75c933c15b,7e518017fa045ae28393b547d771fa8224b0a6055d2ab38b6772cb75c933c15b,7e518017fa045ae28393b547d771fa8224b0a6055d2ab38b6772cb75c933c15b,true,true,both_correct,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_006,6,middle,paragraph_text,8000738a350c9052f918ac84916bc4da4d9230c542ccdb63c980e7ef9166fe8b,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_007,7,last,paragraph_text,4ef477b499f9c57fdf498799b24d101d5521ecea3a884fba52f924dfa36795a2,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_008,8,last,multi_choice,8b4284eec5e055347d2daa3c71200ed4180a0479fbb73d75a76d8071225ab5fd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
course_feedback,run_0002,q_009,9,last,single_choice,b2cbc4e2e5545a6c43f6f8cc8f0e4766773fa6c83d238076313b6fa1e349caf6,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,e6e3cfa34d1dbddc3a6c7817414afd696421d0c49cbd3c660fbaa2a115037b7a,7f024c4f9f8a2789454134e9b01b99179573b19d87d07c6b302982bbb93e85d2
data_annotation,run_0002,q_001,1,first,short_text,0a31583726f6463729a0aa6cee4cc0f8854c6cf816e6502f3c7fc9fb1f73de21,0a31583726f6463729a0aa6cee4cc0f8854c6cf816e6502f3c7fc9fb1f73de21,0a31583726f6463729a0aa6cee4cc0f8854c6cf816e6502f3c7fc9fb1f73de21,true,true,both_correct,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_002,2,first,short_text,a0e3082cb51ce217663f8911cc496ebdac3d072f4c9d90ac109a992f3766551e,a0e3082cb51ce217663f8911cc496ebdac3d072f4c9d90ac109a992f3766551e,a0e3082cb51ce217663f8911cc496ebdac3d072f4c9d90ac109a992f3766551e,true,true,both_correct,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_003,3,first,single_choice,f2953d2931e36d0c55640f51865f8394ebe52194765d04e521017232558f871c,f2953d2931e36d0c55640f51865f8394ebe52194765d04e521017232558f871c,d27d8a2ba121a18ebe356fc5df5dc7cec621670a0932f4625dbbab7903c7c42c,true,false,baseline_correct_ruler_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_004,4,middle,multi_choice,3c28a5cbe96b9dc84bdec930a0b640b25159d114499e4fbf622c9eb2e83a5624,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_005,5,middle,dropdown,fbd6acaf0b00038cbe37c2449740cae8e8bd99397fbf4ccb341faa8a34666fb2,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_006,6,middle,date,378418d9be361e51326efc760fc0b92ad344eb3ebd3f5f40bc0f443d73b405b7,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_007,7,last,time,805883f1ab872f7bca7ce872bb5c92654c5642a2dee780ae6a1b4d38bc5299ee,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_008,8,last,short_text,1886caa0c203aa0c9c5bcf058c46fec8aa4216eb89a229be22b8f17b0e6d0fff,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
data_annotation,run_0002,q_009,9,last,paragraph_text,d1bc28086d76054afb94c173355dc928f4074e7a307436341769b3be7c4ef227,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,fbd0c9facf49dedbd553643af6ca78dd1215d2b0be5381306aa698d49eec7141,326271429af8158fd247357b42eb38f667eebe7164da530b7fe25efa927bd83e
dataset_request,run_0002,q_001,1,first,short_text,347058bc9839741a3e0e67d186d75dd4fe5bc093e3ba1d74e01e9a452e954992,347058bc9839741a3e0e67d186d75dd4fe5bc093e3ba1d74e01e9a452e954992,347058bc9839741a3e0e67d186d75dd4fe5bc093e3ba1d74e01e9a452e954992,true,true,both_correct,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_002,2,first,short_text,b1ef7778edeed9381c0bc5588ac39753caaf4bb4644429185e86b836778e3fe1,b1ef7778edeed9381c0bc5588ac39753caaf4bb4644429185e86b836778e3fe1,b1ef7778edeed9381c0bc5588ac39753caaf4bb4644429185e86b836778e3fe1,true,true,both_correct,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_003,3,first,short_text,ef56b2bf807f6034118c7e606b69c5c21624b23e543204652f12727c22feb6cc,6df20de8dea9849e4b41ccbc84113c01c3c7cb0c24e67419ab1ee5a854c37a0b,ef56b2bf807f6034118c7e606b69c5c21624b23e543204652f12727c22feb6cc,false,true,baseline_wrong_ruler_correct,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_004,4,middle,single_choice,f0e14b9cb8927014caa0838d62ffcf9a097b299d20f7bf614ab3f01f46a0dfd5,f0e14b9cb8927014caa0838d62ffcf9a097b299d20f7bf614ab3f01f46a0dfd5,f0e14b9cb8927014caa0838d62ffcf9a097b299d20f7bf614ab3f01f46a0dfd5,true,true,both_correct,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_005,5,middle,dropdown,06d197d733a5fd2eb1ba87197e1ee076ff9723d35b5ab8b12b5f72c6716ef7f8,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_006,6,middle,multi_choice,34e924a2351c91ea114859cf8a57a496313af2f20bbca9a686444f015ea1bb55,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_007,7,last,paragraph_text,168c1b7ba56a8ad7409ec3fa3704e223bedf2dfe6909c1c45d152ac8b91e38c0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_008,8,last,date,841d3dbfedb90fa97c6071910859e7346e1eb290f8662cc85e75d9ed88e6eec4,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
dataset_request,run_0002,q_009,9,last,single_choice,b2cbc4e2e5545a6c43f6f8cc8f0e4766773fa6c83d238076313b6fa1e349caf6,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,c0f11d26210381035be7b59d929466b6438659c26cdbc8a9f73112bf190911f5,b11d0044a6ccb460c29a5e3472fc731823cfbe58dbd3006419910975954884a4
equipment_checkout,run_0002,q_001,1,first,short_text,14042822280cf6d6d5788ca004569e15d4335ff652945fe4e47076e05eaf4685,14042822280cf6d6d5788ca004569e15d4335ff652945fe4e47076e05eaf4685,14042822280cf6d6d5788ca004569e15d4335ff652945fe4e47076e05eaf4685,true,true,both_correct,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_002,2,first,short_text,c7007272f3d1ed639c78651544d0944a1e42519ec50f377da67624c18e21475c,c7007272f3d1ed639c78651544d0944a1e42519ec50f377da67624c18e21475c,c7007272f3d1ed639c78651544d0944a1e42519ec50f377da67624c18e21475c,true,true,both_correct,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_003,3,first,short_text,90c98751a2fedf36030cd788ec4d567399376b820dd08c273f6cc0db523bb2e2,90c98751a2fedf36030cd788ec4d567399376b820dd08c273f6cc0db523bb2e2,90c98751a2fedf36030cd788ec4d567399376b820dd08c273f6cc0db523bb2e2,true,true,both_correct,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_004,4,middle,dropdown,ccb854082290f87a7fcdf08397496627ea6fdf59568b1c8b76a9643092e07b4f,ccb854082290f87a7fcdf08397496627ea6fdf59568b1c8b76a9643092e07b4f,ccb854082290f87a7fcdf08397496627ea6fdf59568b1c8b76a9643092e07b4f,true,true,both_correct,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_005,5,middle,short_text,99a0134c8d7fd1eedeee3bf030d1a5372118c0c2eef82d570744cc53787572fb,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_006,6,middle,date,47306c25aafa3d35dd0f4a630351b5594d1d49f15906238e9a2e872eda88959b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_007,7,last,time,68f7bb1872e0051a616a6e616e2e49c1cab587a23fff625fb3f7610cb145181b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_008,8,last,date,b990db5bb419fa9679fad4161941a8e6666754b0337ba166c183f184852d6a48,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
equipment_checkout,run_0002,q_009,9,last,paragraph_text,605c667df032e440fba7d1dec0109619e24bde977b39813bc8bedb7ca5b2c284,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,7e2692394ad404a1146946e79fcf9f3805fbd4a3b465bb127925dd1d81b4f243,f94bc3dc42b044b25600caf67f1c8c1fbeb127028aef5c06fb9396bf62a6990f
event_rsvp,run_0002,q_001,1,first,short_text,442037618cb53e158ea9d99591e8452804e3d7a6dea8c4a970011c7956b3165e,442037618cb53e158ea9d99591e8452804e3d7a6dea8c4a970011c7956b3165e,442037618cb53e158ea9d99591e8452804e3d7a6dea8c4a970011c7956b3165e,true,true,both_correct,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
event_rsvp,run_0002,q_002,2,first,single_choice,b2cbc4e2e5545a6c43f6f8cc8f0e4766773fa6c83d238076313b6fa1e349caf6,b2cbc4e2e5545a6c43f6f8cc8f0e4766773fa6c83d238076313b6fa1e349caf6,77275c69aee0f7f1959756610d03167d063a92bd485c593198dcfe23edd873b9,true,false,baseline_correct_ruler_wrong,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
event_rsvp,run_0002,q_003,3,middle,short_text,cc11310c456c3690d5a74c23aa31cc25b4e74cdae146c71e54ad9dbc1d109fde,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,cc11310c456c3690d5a74c23aa31cc25b4e74cdae146c71e54ad9dbc1d109fde,false,true,baseline_wrong_ruler_correct,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
event_rsvp,run_0002,q_004,4,middle,time,34667b96e1c9ba988bc824f029d980fc6b88e47d8454b4afd93a06ff0db426b3,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,false,false,both_wrong,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
event_rsvp,run_0002,q_005,5,last,multi_choice,011576377ce744e909876e06f16c21a7eb9d8930164953576e765758a41f5a95,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,false,false,both_wrong,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
event_rsvp,run_0002,q_006,6,last,paragraph_text,d7c5121cd67255521fe816a5fb86451d0688b868079e5a500711e64b26ee50b7,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,12ae32cb1ec02d01eda3581b127c1fee3b0dc53572ed6baf239721a03d82e126,false,false,both_wrong,23a91cc8417082e9ba889a7ea9e2daec314b756d1a8a041e08b8e10b746dcc40,fa682e69eb4dbee1aebc05513461a9c8c4e05b7551647f8bbb5a1bd368ee1c4e
